Species	Symbol	Ensembl	Family	Protein	Entrez ID
Mus_musculus	Ubtfl1	ENSMUSG00000074502	HMG	ENSMUSP00000126540;ENSMUSP00000096572;ENSMUSP00000129611;	546118
Mus_musculus	Zic2	ENSMUSG00000061524	zf-C2H2	ENSMUSP00000075283;	22772
Mus_musculus	Rhox2g	ENSMUSG00000079629	Homeobox	ENSMUSP00000110823;	434766
Mus_musculus	Rhox2e	ENSMUSG00000096788	Homeobox	ENSMUSP00000139210;ENSMUSP00000072030;	100040016
Mus_musculus	Gcfc2	ENSMUSG00000035125	GCFC	ENSMUSP00000144868;ENSMUSP00000035644;	330361
Mus_musculus	Myc	ENSMUSG00000022346	bHLH	ENSMUSP00000140183;ENSMUSP00000123821;ENSMUSP00000022971;ENSMUSP00000124758;ENSMUSP00000123852;ENSMUSP00000130285;ENSMUSP00000141139;	17869
Mus_musculus	Zfp457	ENSMUSG00000055341	zf-C2H2	ENSMUSP00000153220;ENSMUSP00000053879;	431706
Mus_musculus	Pou4f3	ENSMUSG00000024497	Pou	ENSMUSP00000025374;	18998
Mus_musculus	Zfp758	ENSMUSG00000044501	zf-C2H2	ENSMUSP00000113532;ENSMUSP00000086143;ENSMUSP00000072298;ENSMUSP00000121288;	224598
Mus_musculus	Gm14296	ENSMUSG00000074527	zf-C2H2	ENSMUSP00000096605;	102639598
Mus_musculus	Pax1	ENSMUSG00000037034	PAX	ENSMUSP00000105594;ENSMUSP00000119667;	18503
Mus_musculus	Nr1i3	ENSMUSG00000005677	THR-like	ENSMUSP00000005820;ENSMUSP00000137852;ENSMUSP00000137683;ENSMUSP00000106960;ENSMUSP00000074915;	12355
Mus_musculus	Sox5	ENSMUSG00000041540	HMG	ENSMUSP00000107378;ENSMUSP00000047567;ENSMUSP00000133041;ENSMUSP00000076403;ENSMUSP00000107377;	20678
Mus_musculus	AC168977.1	ENSMUSG00000079808	SAND	ENSMUSP00000111587;	102638047
Mus_musculus	Rit1	ENSMUSG00000048251	zf-C2H2	ENSMUSP00000068258;ENSMUSP00000105517;ENSMUSP00000105513;	58208
Mus_musculus	5430403G16Rik	ENSMUSG00000072763	zf-C2H2	ENSMUSP00000090395;	-
Mus_musculus	Foxn1	ENSMUSG00000002057	Fork_head	ENSMUSP00000103929;	15218
Mus_musculus	Zfp385a	ENSMUSG00000000552	zf-C2H2	ENSMUSP00000155498;ENSMUSP00000130176;ENSMUSP00000155501;	29813
Mus_musculus	Zfp623	ENSMUSG00000050846	zf-C2H2	ENSMUSP00000036049;	78834
Mus_musculus	Mta2	ENSMUSG00000071646	zf-GATA	ENSMUSP00000093959;	23942
Mus_musculus	Zfp985	ENSMUSG00000065999	zf-C2H2	ENSMUSP00000080438;	433804
Mus_musculus	Atoh1	ENSMUSG00000073043	bHLH	ENSMUSP00000098903;	11921
Mus_musculus	Hey2	ENSMUSG00000019789	bHLH	ENSMUSP00000019924;	15214
Mus_musculus	Hbp1	ENSMUSG00000002996	HMG	ENSMUSP00000131158;	73389
Mus_musculus	Zfp536	ENSMUSG00000043456	zf-C2H2	ENSMUSP00000134778;ENSMUSP00000135068;ENSMUSP00000058468;ENSMUSP00000135218;ENSMUSP00000135681;	243937
Mus_musculus	Hmgb1	ENSMUSG00000066551	HMG	ENSMUSP00000144129;ENSMUSP00000082682;ENSMUSP00000118733;ENSMUSP00000144412;ENSMUSP00000114515;ENSMUSP00000106131;ENSMUSP00000106132;	15289
Mus_musculus	Hnf1a	ENSMUSG00000029556	Homeobox	ENSMUSP00000031535;	21405
Mus_musculus	Pou4f1	ENSMUSG00000048349	Pou	ENSMUSP00000060798;	18996
Mus_musculus	Zfp961	ENSMUSG00000052446	zf-C2H2	ENSMUSP00000105623;ENSMUSP00000122942;	234413
Mus_musculus	Thap4	ENSMUSG00000026279	THAP	ENSMUSP00000108526;ENSMUSP00000140761;	67026
Mus_musculus	Srebf1	ENSMUSG00000020538	bHLH	ENSMUSP00000020846;ENSMUSP00000122934;ENSMUSP00000120777;	20787
Mus_musculus	Pbx3	ENSMUSG00000038718	Homeobox	ENSMUSP00000108757;ENSMUSP00000045281;	18516
Mus_musculus	Mafg	ENSMUSG00000051510	TF_bZIP	ENSMUSP00000101787;ENSMUSP00000101788;ENSMUSP00000101786;ENSMUSP00000053899;	17134
Mus_musculus	Ebf3	ENSMUSG00000010476	COE	ENSMUSP00000101724;ENSMUSP00000033378;ENSMUSP00000147829;ENSMUSP00000130334;ENSMUSP00000132563;ENSMUSP00000147512;	13593
Mus_musculus	Pitx3	ENSMUSG00000025229	Homeobox	ENSMUSP00000134563;ENSMUSP00000026259;	18742
Mus_musculus	Elk1	ENSMUSG00000009406	ETS	ENSMUSP00000009550;	13712
Mus_musculus	Nr4a3	ENSMUSG00000028341	NGFIB-like	ENSMUSP00000121455;ENSMUSP00000030025;	18124
Mus_musculus	Zbtb43	ENSMUSG00000026788	ZBTB	ENSMUSP00000028125;ENSMUSP00000028125;ENSMUSP00000092645;ENSMUSP00000092645;ENSMUSP00000108781;ENSMUSP00000108781;	71834
Mus_musculus	Zscan5b	ENSMUSG00000058028	zf-C2H2	ENSMUSP00000126044;ENSMUSP00000072449;	170734
Mus_musculus	Gm6020	ENSMUSG00000069475	zf-C2H2	ENSMUSP00000089726;	-
Mus_musculus	Zik1	ENSMUSG00000030393	zf-C2H2	ENSMUSP00000032551;	22775
Mus_musculus	Evx2	ENSMUSG00000001815	Homeobox	ENSMUSP00000134131;ENSMUSP00000001867;	14029
Mus_musculus	Arid3b	ENSMUSG00000004661	ARID	ENSMUSP00000130173;ENSMUSP00000004780;ENSMUSP00000096283;	56380
Mus_musculus	Gm3854	ENSMUSG00000109398	zf-C2H2	ENSMUSP00000148053;	-
Mus_musculus	Rhox4e	ENSMUSG00000071770	Homeobox	ENSMUSP00000086475;	194856
Mus_musculus	Zkscan6	ENSMUSG00000018347	zf-C2H2	ENSMUSP00000018491;ENSMUSP00000071406;	52712
Mus_musculus	Foxp1	ENSMUSG00000030067	Fork_head	ENSMUSP00000135041;ENSMUSP00000108952;ENSMUSP00000108954;ENSMUSP00000135098;ENSMUSP00000135764;ENSMUSP00000108955;ENSMUSP00000134817;ENSMUSP00000073953;ENSMUSP00000135181;ENSMUSP00000135635;ENSMUSP00000108948;ENSMUSP00000108950;ENSMUSP00000135809;	108655
Mus_musculus	Gm17655	ENSMUSG00000090963	zf-C2H2	ENSMUSP00000128849;ENSMUSP00000148155;	-
Mus_musculus	Nfyb	ENSMUSG00000020248	NF-YB	ENSMUSP00000116039;ENSMUSP00000122403;	18045
Mus_musculus	Nr3c2	ENSMUSG00000031618	ESR-like	ENSMUSP00000118222;ENSMUSP00000105537;ENSMUSP00000105538;ENSMUSP00000034031;ENSMUSP00000105539;	110784
Mus_musculus	Nr5a2	ENSMUSG00000026398	SF-like	ENSMUSP00000129071;ENSMUSP00000142219;ENSMUSP00000027649;ENSMUSP00000141495;ENSMUSP00000141645;	26424
Mus_musculus	Foxa1	ENSMUSG00000035451	Fork_head	ENSMUSP00000041118;	15375
Mus_musculus	Ubtf	ENSMUSG00000020923	HMG	ENSMUSP00000102736;ENSMUSP00000134665;ENSMUSP00000078539;ENSMUSP00000006754;ENSMUSP00000102734;ENSMUSP00000102740;ENSMUSP00000136310;ENSMUSP00000133844;ENSMUSP00000133611;ENSMUSP00000131930;ENSMUSP00000102732;	21429
Mus_musculus	Zfp41	ENSMUSG00000047003	zf-C2H2	ENSMUSP00000124887;ENSMUSP00000124626;ENSMUSP00000056510;	22701
Mus_musculus	L3mbtl4	ENSMUSG00000041565	zf-C2HC	ENSMUSP00000121045;ENSMUSP00000094892;	320858
Mus_musculus	Zfp251	ENSMUSG00000022526	zf-C2H2	ENSMUSP00000155649;ENSMUSP00000079268;	71591
Mus_musculus	Duxbl1	ENSMUSG00000048502	Homeobox	ENSMUSP00000134001;ENSMUSP00000134483;ENSMUSP00000056056;ENSMUSP00000133570;	278672
Mus_musculus	Zfp273	ENSMUSG00000030446	zf-C2H2	ENSMUSP00000012725;ENSMUSP00000137903;	212569
Mus_musculus	Tox3	ENSMUSG00000043668	HMG	ENSMUSP00000105250;ENSMUSP00000135697;	244579
Mus_musculus	Hoxa1	ENSMUSG00000029844	Homeobox	ENSMUSP00000000964;	15394
Mus_musculus	Fosb	ENSMUSG00000003545	TF_bZIP	ENSMUSP00000003640;ENSMUSP00000146789;ENSMUSP00000146569;	14282
Mus_musculus	Gm14418	ENSMUSG00000078867	zf-C2H2	ENSMUSP00000116617;	-
Mus_musculus	Nrf1	ENSMUSG00000058440	Nrf1	ENSMUSP00000110867;ENSMUSP00000110860;ENSMUSP00000114650;ENSMUSP00000114451;ENSMUSP00000132637;ENSMUSP00000065568;ENSMUSP00000110854;ENSMUSP00000004761;ENSMUSP00000110853;ENSMUSP00000110866;ENSMUSP00000110864;ENSMUSP00000067447;ENSMUSP00000110858;ENSMUSP00000130108;ENSMUSP00000110863;	18181
Mus_musculus	Foxm1	ENSMUSG00000001517	Fork_head	ENSMUSP00000073041;ENSMUSP00000107776;ENSMUSP00000145305;ENSMUSP00000145473;	14235
Mus_musculus	Obox8	ENSMUSG00000099216	Homeobox	ENSMUSP00000138898;	-
Mus_musculus	Hand2	ENSMUSG00000038193	bHLH	ENSMUSP00000044983;	15111
Mus_musculus	Zfp516	ENSMUSG00000058881	zf-C2H2	ENSMUSP00000071216;ENSMUSP00000126629;	329003
Mus_musculus	Gata1	ENSMUSG00000031162	zf-GATA	ENSMUSP00000033502;	14460
Mus_musculus	Atf6b	ENSMUSG00000015461	TF_bZIP	ENSMUSP00000015605;ENSMUSP00000133516;	12915
Mus_musculus	Zfp408	ENSMUSG00000075040	zf-C2H2	ENSMUSP00000097301;ENSMUSP00000106965;	381410
Mus_musculus	Hmg20a	ENSMUSG00000032329	HMG	ENSMUSP00000034879;ENSMUSP00000149375;ENSMUSP00000149359;ENSMUSP00000149698;	66867
Mus_musculus	Nfe2l2	ENSMUSG00000015839	TF_bZIP	ENSMUSP00000099733;	18024
Mus_musculus	Arnt	ENSMUSG00000015522	bHLH	ENSMUSP00000015666;ENSMUSP00000102779;ENSMUSP00000099810;ENSMUSP00000088313;	11863
Mus_musculus	Zbtb24	ENSMUSG00000019826	ZBTB	ENSMUSP00000148861;ENSMUSP00000148861;ENSMUSP00000079592;ENSMUSP00000079592;ENSMUSP00000150197;	268294
Mus_musculus	Pou4f2	ENSMUSG00000031688	Pou	ENSMUSP00000034115;	18997
Mus_musculus	Zfp64	ENSMUSG00000027551	zf-C2H2	ENSMUSP00000085285;ENSMUSP00000104789;ENSMUSP00000104790;	22722
Mus_musculus	Rhox4a	ENSMUSG00000079639	Homeobox	ENSMUSP00000110848;	664609
Mus_musculus	Ikzf2	ENSMUSG00000025997	zf-C2H2	ENSMUSP00000140043;ENSMUSP00000027146;ENSMUSP00000141075;ENSMUSP00000140069;ENSMUSP00000139543;	22779
Mus_musculus	Ebf2	ENSMUSG00000022053	COE	ENSMUSP00000135782;ENSMUSP00000022637;ENSMUSP00000135500;	13592
Mus_musculus	Spic	ENSMUSG00000004359	ETS	ENSMUSP00000118799;ENSMUSP00000004473;	20728
Mus_musculus	Vax2	ENSMUSG00000034777	Homeobox	ENSMUSP00000035976;	24113
Mus_musculus	Zfp949	ENSMUSG00000032425	zf-C2H2	ENSMUSP00000125325;ENSMUSP00000125017;	71640
Mus_musculus	Mafb	ENSMUSG00000074622	TF_bZIP	ENSMUSP00000096728;	16658
Mus_musculus	Zfp292	ENSMUSG00000039967	zf-C2H2	ENSMUSP00000037233;ENSMUSP00000095766;	30046
Mus_musculus	Pax4	ENSMUSG00000029706	PAX	ENSMUSP00000131301;ENSMUSP00000134470;ENSMUSP00000126000;ENSMUSP00000031718;	18506
Mus_musculus	Nr1i2	ENSMUSG00000022809	THR-like	ENSMUSP00000023504;	18171
Mus_musculus	Zfp969	ENSMUSG00000095545	zf-C2H2	ENSMUSP00000136479;	102639505
Mus_musculus	Prox1	ENSMUSG00000010175	HPD	ENSMUSP00000135703;ENSMUSP00000010319;ENSMUSP00000135066;	19130
Mus_musculus	Zfp275	ENSMUSG00000031365	zf-C2H2	ENSMUSP00000033731;ENSMUSP00000110143;	27081
Mus_musculus	Zfp980	ENSMUSG00000058186	zf-C2H2	ENSMUSP00000101364;ENSMUSP00000137589;	100041379
Mus_musculus	Etv2	ENSMUSG00000006311	ETS	ENSMUSP00000103782;	14008
Mus_musculus	Zbtb38	ENSMUSG00000040433	ZBTB	ENSMUSP00000091315;ENSMUSP00000091315;ENSMUSP00000121753;ENSMUSP00000121753;ENSMUSP00000121871;ENSMUSP00000114300;ENSMUSP00000120040;	245007
Mus_musculus	Mef2a	ENSMUSG00000030557	SRF	ENSMUSP00000075664;ENSMUSP00000117496;ENSMUSP00000103100;ENSMUSP00000032776;ENSMUSP00000138566;ENSMUSP00000138645;ENSMUSP00000116144;	17258
Mus_musculus	Zfp62	ENSMUSG00000046311	zf-C2H2	ENSMUSP00000116045;ENSMUSP00000104821;ENSMUSP00000117774;ENSMUSP00000056226;ENSMUSP00000104820;ENSMUSP00000137583;	22720
Mus_musculus	Arntl	ENSMUSG00000055116	bHLH	ENSMUSP00000046235;ENSMUSP00000147764;ENSMUSP00000147823;ENSMUSP00000147989;	11865
Mus_musculus	Lyl1	ENSMUSG00000034041	bHLH	ENSMUSP00000046010;	17095
Mus_musculus	Zbtb3	ENSMUSG00000071661	ZBTB	ENSMUSP00000127746;ENSMUSP00000127746;	75291
Mus_musculus	Mbd1	ENSMUSG00000024561	MBD	ENSMUSP00000153428;ENSMUSP00000095137;	17190
Mus_musculus	Rarg	ENSMUSG00000001288	THR-like	ENSMUSP00000048838;ENSMUSP00000118615;ENSMUSP00000067266;	19411
Mus_musculus	Erf	ENSMUSG00000040857	ETS	ENSMUSP00000112046;ENSMUSP00000041912;	13875
Mus_musculus	Twist2	ENSMUSG00000007805	bHLH	ENSMUSP00000139531;ENSMUSP00000007949;	13345
Mus_musculus	Nr0b2	ENSMUSG00000037583	Miscellaneous	ENSMUSP00000039175;	23957
Mus_musculus	Zfp775	ENSMUSG00000007216	zf-C2H2	ENSMUSP00000145192;ENSMUSP00000056290;ENSMUSP00000145369;	243372
Mus_musculus	Ahrr	ENSMUSG00000021575	bHLH	ENSMUSP00000022059;	11624
Mus_musculus	Msx2	ENSMUSG00000021469	Homeobox	ENSMUSP00000021922;	17702
Mus_musculus	Klf14	ENSMUSG00000073209	zf-C2H2	ENSMUSP00000099122;	619665
Mus_musculus	Elk3	ENSMUSG00000008398	ETS	ENSMUSP00000152060;ENSMUSP00000121754;ENSMUSP00000008542;ENSMUSP00000122324;	13713
Mus_musculus	Elk4	ENSMUSG00000026436	ETS	ENSMUSP00000118880;ENSMUSP00000027696;ENSMUSP00000083743;	13714
Mus_musculus	Tfap2d	ENSMUSG00000042596	AP-2	ENSMUSP00000037699;	226896
Mus_musculus	Atoh7	ENSMUSG00000036816	bHLH	ENSMUSP00000039801;	53404
Mus_musculus	Gm9772	ENSMUSG00000040775	zf-C2H2	ENSMUSP00000074538;	-
Mus_musculus	Creb3l3	ENSMUSG00000035041	TF_bZIP	ENSMUSP00000112836;	208677
Mus_musculus	Nr4a2	ENSMUSG00000026826	NGFIB-like	ENSMUSP00000108246;ENSMUSP00000108248;ENSMUSP00000028166;ENSMUSP00000138824;	18227
Mus_musculus	Gsx1	ENSMUSG00000053129	Homeobox	ENSMUSP00000069728;	14842
Mus_musculus	Nkx2-5	ENSMUSG00000015579	Homeobox	ENSMUSP00000015723;	18091
Mus_musculus	Zfp472	ENSMUSG00000053600	zf-C2H2	ENSMUSP00000036514;	224691
Mus_musculus	Rcor3	ENSMUSG00000037395	MYB	ENSMUSP00000142076;ENSMUSP00000106473;ENSMUSP00000141753;ENSMUSP00000142054;ENSMUSP00000141637;ENSMUSP00000073004;	214742
Mus_musculus	Sp5	ENSMUSG00000075304	zf-C2H2	ENSMUSP00000097620;	64406
Mus_musculus	Gm4881	ENSMUSG00000108367	ETS	ENSMUSP00000146932;	232974
Mus_musculus	Zfp993	ENSMUSG00000063245	zf-C2H2	ENSMUSP00000121301;	-
Mus_musculus	Mitf	ENSMUSG00000035158	bHLH	ENSMUSP00000098683;ENSMUSP00000144988;ENSMUSP00000044938;ENSMUSP00000145132;ENSMUSP00000108965;ENSMUSP00000044459;	17342
Mus_musculus	Mycn	ENSMUSG00000037169	bHLH	ENSMUSP00000045993;ENSMUSP00000114225;	18109
Mus_musculus	Tcf21	ENSMUSG00000045680	bHLH	ENSMUSP00000151767;ENSMUSP00000053178;	21412
Mus_musculus	Zfp287	ENSMUSG00000005267	zf-C2H2	ENSMUSP00000005399;ENSMUSP00000141046;ENSMUSP00000114531;	170740
Mus_musculus	Zfp7	ENSMUSG00000033669	zf-C2H2	ENSMUSP00000023179;ENSMUSP00000155599;	223669
Mus_musculus	Hmga1	ENSMUSG00000046711	HMGA	ENSMUSP00000113015;ENSMUSP00000113011;ENSMUSP00000113916;ENSMUSP00000110538;ENSMUSP00000114101;ENSMUSP00000113068;	15361
Mus_musculus	Rhox3e	ENSMUSG00000059626	Homeobox	ENSMUSP00000080075;ENSMUSP00000110852;	100135657
Mus_musculus	Rhox4a2	ENSMUSG00000094945	Homeobox	ENSMUSP00000136542;	100861640
Mus_musculus	Prrx2	ENSMUSG00000039476	Homeobox	ENSMUSP00000109222;ENSMUSP00000040332;	20204
Mus_musculus	Crx	ENSMUSG00000041578	TF_Otx	ENSMUSP00000134463;ENSMUSP00000133833;ENSMUSP00000134400;ENSMUSP00000043436;	12951
Mus_musculus	Foxk1	ENSMUSG00000056493	Fork_head	ENSMUSP00000072616;	17425
Mus_musculus	Thap1	ENSMUSG00000037214	THAP	ENSMUSP00000121153;ENSMUSP00000042464;	73754
Mus_musculus	Zfp433	ENSMUSG00000096795	zf-C2H2	ENSMUSP00000144123;ENSMUSP00000082807;ENSMUSP00000144100;	73610
Mus_musculus	Klf5	ENSMUSG00000005148	zf-C2H2	ENSMUSP00000005279;	12224
Mus_musculus	Hhex	ENSMUSG00000111314	Homeobox	ENSMUSP00000149660;ENSMUSP00000150958;	-
Mus_musculus	Zfp618	ENSMUSG00000028358	zf-C2H2	ENSMUSP00000103038;ENSMUSP00000069275;ENSMUSP00000030043;	72701
Mus_musculus	Nfya	ENSMUSG00000023994	NF-YA	ENSMUSP00000124404;ENSMUSP00000077853;ENSMUSP00000124245;ENSMUSP00000124115;ENSMUSP00000043909;ENSMUSP00000123785;ENSMUSP00000125034;	18044
Mus_musculus	Plagl2	ENSMUSG00000051413	zf-C2H2	ENSMUSP00000055709;ENSMUSP00000105419;	54711
Mus_musculus	Prdm14	ENSMUSG00000042414	zf-C2H2	ENSMUSP00000044245;	383491
Mus_musculus	Mbd2	ENSMUSG00000024513	MBD	ENSMUSP00000073701;ENSMUSP00000110596;	17191
Mus_musculus	Setdb2	ENSMUSG00000071350	MBD	ENSMUSP00000093450;ENSMUSP00000124696;	239122
Mus_musculus	Phox2b	ENSMUSG00000012520	Homeobox	ENSMUSP00000134216;ENSMUSP00000012664;	18935
Mus_musculus	Rcor3	ENSMUSG00000111452	MYB	ENSMUSP00000148974;ENSMUSP00000149465;ENSMUSP00000150260;ENSMUSP00000149587;ENSMUSP00000150037;ENSMUSP00000150442;	-
Mus_musculus	Zfp507	ENSMUSG00000044452	zf-C2H2	ENSMUSP00000058609;ENSMUSP00000145751;	668501
Mus_musculus	Zfp871	ENSMUSG00000024298	zf-C2H2	ENSMUSP00000127178;ENSMUSP00000050501;	208292
Mus_musculus	Smad1	ENSMUSG00000031681	MH1	ENSMUSP00000105511;ENSMUSP00000071035;	17125
Mus_musculus	Zfp970	ENSMUSG00000078866	zf-C2H2	ENSMUSP00000104580;	628308
Mus_musculus	Hoxb1	ENSMUSG00000018973	Homeobox	ENSMUSP00000019117;	15407
Mus_musculus	Six5	ENSMUSG00000040841	Homeobox	ENSMUSP00000045973;	20475
Mus_musculus	Zfp988	ENSMUSG00000078498	zf-C2H2	ENSMUSP00000127018;ENSMUSP00000120413;	-
Mus_musculus	Mixl1	ENSMUSG00000026497	Homeobox	ENSMUSP00000027778;	27217
Mus_musculus	Zfp59	ENSMUSG00000078779	zf-C2H2	ENSMUSP00000103968;ENSMUSP00000145671;	22717
Mus_musculus	Usf1	ENSMUSG00000026641	bHLH	ENSMUSP00000128913;ENSMUSP00000125363;ENSMUSP00000125729;	22278
Mus_musculus	Pms1	ENSMUSG00000026098	HMG	ENSMUSP00000027267;ENSMUSP00000119632;	227099
Mus_musculus	Ferd3l	ENSMUSG00000046518	bHLH	ENSMUSP00000058994;	114712
Mus_musculus	Hic1	ENSMUSG00000043099	ZBTB	ENSMUSP00000053483;ENSMUSP00000053483;	15248
Mus_musculus	Gm3055	ENSMUSG00000094622	zf-C2H2	ENSMUSP00000151476;	-
Mus_musculus	Ascl3	ENSMUSG00000035951	bHLH	ENSMUSP00000037702;	56787
Mus_musculus	Sohlh2	ENSMUSG00000027794	bHLH	ENSMUSP00000029369;	74434
Mus_musculus	Elf3	ENSMUSG00000003051	ETS	ENSMUSP00000139769;ENSMUSP00000003135;	13710
Mus_musculus	Zfp850	ENSMUSG00000096916	zf-C2H2	ENSMUSP00000137192;ENSMUSP00000141063;	100043772
Mus_musculus	Hoxb2	ENSMUSG00000075588	Homeobox	ENSMUSP00000098092;	103889
Mus_musculus	Zkscan2	ENSMUSG00000030757	zf-C2H2	ENSMUSP00000041821;	210162
Mus_musculus	AI854703	ENSMUSG00000053297	zf-C2H2	ENSMUSP00000145982;ENSMUSP00000145967;ENSMUSP00000145812;ENSMUSP00000145635;	243373
Mus_musculus	Zfp142	ENSMUSG00000026135	zf-C2H2	ENSMUSP00000109366;ENSMUSP00000027315;ENSMUSP00000065149;	77264
Mus_musculus	Mtf1	ENSMUSG00000028890	zf-C2H2	ENSMUSP00000101799;ENSMUSP00000030723;	17764
Mus_musculus	Zfp1	ENSMUSG00000055835	zf-C2H2	ENSMUSP00000148310;ENSMUSP00000076964;ENSMUSP00000148511;	22640
Mus_musculus	Sp110	ENSMUSG00000070034	SAND	ENSMUSP00000091226;	109032
Mus_musculus	Rara	ENSMUSG00000037992	THR-like	ENSMUSP00000069744;ENSMUSP00000103097;ENSMUSP00000103099;ENSMUSP00000129791;ENSMUSP00000103098;	19401
Mus_musculus	Foxd2	ENSMUSG00000055210	Fork_head	ENSMUSP00000066868;	17301
Mus_musculus	Baz2a	ENSMUSG00000040054	MBD	ENSMUSP00000151308;ENSMUSP00000044359;ENSMUSP00000151961;ENSMUSP00000129803;ENSMUSP00000151445;	116848
Mus_musculus	Zfp995	ENSMUSG00000078546	zf-C2H2	ENSMUSP00000139581;ENSMUSP00000101647;	70081
Mus_musculus	Gsx2	ENSMUSG00000035946	Homeobox	ENSMUSP00000036625;	14843
Mus_musculus	Rreb1	ENSMUSG00000039087	zf-C2H2	ENSMUSP00000115599;ENSMUSP00000121211;ENSMUSP00000105867;ENSMUSP00000049265;ENSMUSP00000124802;ENSMUSP00000105866;	68750
Mus_musculus	AW822073	ENSMUSG00000058537	Homeobox	ENSMUSP00000144714;	100504180
Mus_musculus	Sox18	ENSMUSG00000046470	HMG	ENSMUSP00000062759;	20672
Mus_musculus	Prdm2	ENSMUSG00000057637	zf-C2H2	ENSMUSP00000101404;	110593
Mus_musculus	Ddit3	ENSMUSG00000025408	TF_bZIP	ENSMUSP00000118339;ENSMUSP00000026475;	13198
Mus_musculus	Gm38394	ENSMUSG00000094410	zf-BED	ENSMUSP00000139417;ENSMUSP00000136026;	-
Mus_musculus	Cebpe	ENSMUSG00000052435	TF_bZIP	ENSMUSP00000068927;	110794
Mus_musculus	Zfp30	ENSMUSG00000047473	zf-C2H2	ENSMUSP00000113426;ENSMUSP00000032803;	22693
Mus_musculus	Zscan4d	ENSMUSG00000090714	zf-C2H2	ENSMUSP00000066504;	545913
Mus_musculus	Hoxa10	ENSMUSG00000000938	Homeobox	ENSMUSP00000120276;ENSMUSP00000112872;	15395
Mus_musculus	Zfp128	ENSMUSG00000060397	zf-C2H2	ENSMUSP00000115378;	243833
Mus_musculus	Zfp26	ENSMUSG00000063108	zf-C2H2	ENSMUSP00000124075;	22688
Mus_musculus	Zfp296	ENSMUSG00000011267	zf-C2H2	ENSMUSP00000104093;	63872
Mus_musculus	Alx3	ENSMUSG00000014603	Homeobox	ENSMUSP00000014747;	11694
Mus_musculus	Trp53	ENSMUSG00000059552	P53	ENSMUSP00000005371;ENSMUSP00000104297;ENSMUSP00000127130;ENSMUSP00000104298;	22059
Mus_musculus	Ncor2	ENSMUSG00000029478	MYB	ENSMUSP00000083250;ENSMUSP00000142862;ENSMUSP00000107029;ENSMUSP00000107024;ENSMUSP00000055954;ENSMUSP00000121588;ENSMUSP00000107025;ENSMUSP00000107033;	20602
Mus_musculus	Zfp960	ENSMUSG00000096696	zf-C2H2	ENSMUSP00000123102;	449000
Mus_musculus	Gm21060	ENSMUSG00000095993	zf-C2H2	ENSMUSP00000136027;	-
Mus_musculus	Ppara	ENSMUSG00000022383	THR-like	ENSMUSP00000105049;ENSMUSP00000059719;ENSMUSP00000105050;	19013
Mus_musculus	Zfp444	ENSMUSG00000044876	zf-C2H2	ENSMUSP00000050797;ENSMUSP00000104206;ENSMUSP00000104207;	72667
Mus_musculus	Zfp51	ENSMUSG00000023892	zf-C2H2	ENSMUSP00000045684;	22709
Mus_musculus	Gm14393	ENSMUSG00000078905	zf-C2H2	ENSMUSP00000072668;	664987
Mus_musculus	Zfp992	ENSMUSG00000115857	zf-C2H2	ENSMUSP00000155209;	-
Mus_musculus	Klf3	ENSMUSG00000029178	zf-C2H2	ENSMUSP00000142651;ENSMUSP00000129363;ENSMUSP00000128429;	16599
Mus_musculus	Foxp2	ENSMUSG00000029563	Fork_head	ENSMUSP00000111137;ENSMUSP00000111132;ENSMUSP00000111134;ENSMUSP00000031545;	114142
Mus_musculus	Maff	ENSMUSG00000042622	TF_bZIP	ENSMUSP00000154850;ENSMUSP00000131628;ENSMUSP00000094076;ENSMUSP00000155516;	17133
Mus_musculus	Cux2	ENSMUSG00000042589	CUT	ENSMUSP00000130302;ENSMUSP00000107381;ENSMUSP00000083497;	13048
Mus_musculus	Zfp747	ENSMUSG00000054381	zf-C2H2	ENSMUSP00000070685;	269997
Mus_musculus	Zhx2	ENSMUSG00000071757	Homeobox	ENSMUSP00000094164;	387609
Mus_musculus	Gm3604	ENSMUSG00000094942	zf-C2H2	ENSMUSP00000139845;ENSMUSP00000103623;	100041979
Mus_musculus	Zscan26	ENSMUSG00000022228	zf-C2H2	ENSMUSP00000106111;ENSMUSP00000032820;	432731
Mus_musculus	Pax7	ENSMUSG00000028736	PAX	ENSMUSP00000030508;ENSMUSP00000133536;	18509
Mus_musculus	Dach2	ENSMUSG00000025592	DACH	ENSMUSP00000109009;ENSMUSP00000109005;ENSMUSP00000109007;ENSMUSP00000064393;ENSMUSP00000109006;	93837
Mus_musculus	Foxj1	ENSMUSG00000034227	Fork_head	ENSMUSP00000038351;	15223
Mus_musculus	Tal2	ENSMUSG00000028417	bHLH	ENSMUSP00000030124;	21350
Mus_musculus	Smad5	ENSMUSG00000021540	MH1	ENSMUSP00000065798;ENSMUSP00000105500;ENSMUSP00000105502;	17129
Mus_musculus	Hinfp	ENSMUSG00000032119	zf-C2H2	ENSMUSP00000149879;ENSMUSP00000034629;	102423
Mus_musculus	Zbtb48	ENSMUSG00000028952	ZBTB	ENSMUSP00000114726;ENSMUSP00000114726;ENSMUSP00000117079;ENSMUSP00000067521;ENSMUSP00000067521;	100090
Mus_musculus	Dlx6	ENSMUSG00000029754	Homeobox	ENSMUSP00000128585;ENSMUSP00000031768;ENSMUSP00000124204;	13396
